RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6629       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 22:09:49
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6629
DATE_: 05-Oct-2017 22:09:49
TITLE: Pb (1.2 0 0) E scan
COMND: sc qh 1.2 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.1998, QK= -0.0001, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-67.2380, 
VARIA: A4      = 45.5120, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.1998   -0.0001    0.0000    0.0002     3000    19703     20.59       65       14   2060090  45.5120 
   2    1.2001   -0.0000    0.0000    0.4998     3000    20628     21.33        9       12   2133761  44.7650 
   3    1.2001    0.0000    0.0000    1.0002     3000    21345     22.66        9       11   2265902  43.9920 
   4    1.2001    0.0002    0.0000    1.4997     3000    24513     25.59        1        6   2559288  43.2100 
   5    1.2001   -0.0000    0.0000    2.0002     3000    26952     31.14        5       14   2772713  42.4150 
   6    1.1999    0.0000    0.0000    2.4999     3000    27280     28.48       15       32   2839768  41.6020 
   7    1.2001   -0.0000    0.0000    3.0002     3000    27923     29.24        7       17   2922967  40.7900 
   8    1.2002    0.0002    0.0000    3.5003     3000    30075     31.42        7       18   3142597  39.9620 
   9    1.2002   -0.0001    0.0000    4.0000     3000    30670     31.84        6       14   3184675  39.1220 
  10    1.2001    0.0001    0.0000    4.5004     3000    36388     37.93        8        9   3791671  38.2720 
  11    1.1998   -0.0001    0.0000    4.9999     3000    39386     41.03        4       11   4102432  37.4020 
  12    1.2000    0.0001    0.0000    5.5004     3000    36084     37.74        4       15   3772470  36.5350 
  13    1.2000   -0.0001    0.0000    6.0007     3000    36924     38.66        4       12   3864526  35.6520 
  14    1.2000   -0.0001    0.0000    6.5005     3000    38288     40.04        4        8   4003177  34.7550 
  15    1.2000    0.0001    0.0000    7.0004     3000    43217     45.01        8       10   4500350  33.8450 
  16    1.1999   -0.0001    0.0000    7.4995     3000    50714     53.33        6       15   5330287  32.9170 
  17    1.2000    0.0000    0.0000    8.0007     3000    52646     58.24        4       15   5513299  31.9750 
  18    1.2000   -0.0001    0.0000    8.5005     3000    53194     55.79        9       12   5577608  31.0150 
  19    1.2000   -0.0000    0.0000    9.0000     3000    55027     57.04       12       14   5704758  30.0350 
  20    1.2000   -0.0001    0.0000    9.5001     3000    56194     58.49        4       19   5851479  29.0320 
  21    1.2000   -0.0000    0.0000    9.9998     3000    55197     57.74        4       14   5774142  28.0050 
