RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6627       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 21:36:57
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6627
DATE_: 05-Oct-2017 21:36:57
TITLE: Pb (1.0 0 0) E scan
COMND: sc qh 1.0 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.0003, QK=  0.0001, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-71.1900, 
VARIA: A4      = 37.6250, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.0003    0.0001    0.0000    0.0002     3000    19539     20.00    10971      205   2004811  37.6270 
   2    1.0002   -0.0000    0.0000    0.5001     3000    20182     21.14       20       29   2118601  36.9900 
   3    1.0002   -0.0000    0.0000    1.0002     3000    21262     22.09        6       13   2213675  36.3250 
   4    0.9999    0.0000    0.0000    1.4997     3000    25005     28.98        5        5   2604811  35.6250 
   5    1.0000    0.0000    0.0000    2.0002     3000    25873     26.82        2       18   2684085  34.9050 
   6    0.9999    0.0001    0.0000    2.4999     3000    27045     28.32        7       21   2838859  34.1400 
   7    1.0001    0.0001    0.0000    3.0002     3000    29281     30.44        8       24   3050041  33.3670 
   8    1.0001    0.0001    0.0000    3.5003     3000    28960     30.38        6       11   3044537  32.5600 
   9    1.0000    0.0000    0.0000    4.0000     3000    30333     31.66        6       11   3173046  31.7220 
  10    1.0002   -0.0000    0.0000    4.5004     3000    36520     38.22        3       15   3831261  30.8720 
  11    0.9997    0.0000    0.0000    4.9999     3000    38620     40.13        4       20   4021841  29.9770 
  12    1.0000   -0.0000    0.0000    5.5004     3000    35100     36.47        5       13   3655213  29.0770 
  13    1.0000   -0.0001    0.0000    6.0007     3000    35942     37.48        1       13   3754940  28.1400 
  14    1.0000   -0.0000    0.0000    6.5005     3000    37923     39.55        8       15   3962944  27.1750 
  15    1.0000    0.0001    0.0000    7.0004     3000    42926     44.63        8       16   4470378  26.1770 
  16    1.0000   -0.0001    0.0000    7.4995     3000    51747     57.40        6        8   5391055  25.1420 
  17    1.0001   -0.0000    0.0000    8.0007     3000    55013     57.20       10       17   5726733  24.0720 
  18    1.0000   -0.0001    0.0000    8.4997     3000    51919     53.89       11       14   5396630  22.9550 
  19    1.0002   -0.0001    0.0000    9.0000     3000    54574     56.88        9       13   5695854  21.7970 
  20    0.9999    0.0000    0.0000    9.5001     3000    53498     55.85        4       18   5593340  20.5600 
  21    1.0000   -0.0000    0.0000    9.9998     3000    55424     57.51        3       15   5757288  19.2720 
