RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6656       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 07:35:11
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6656
DATE_: 06-Oct-2017 07:35:11
TITLE: Pb (1.40 0 0) E scan
COMND: sc qh 1.40 0 0 5.25 dqh 0 0 0 0.5 np 20 mn 3000
POSQE: QH=  1.3999, QK= -0.0002, QL=  0.0000, EN=  0.2500, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-27.9181, A2      =-55.8402, A3      =-62.5150, 
VARIA: A4      = 53.2050, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.9500, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.3999   -0.0002    0.0000    0.2500     3000    18688     19.83       13       16   1975202  53.2050 
   2    1.4003    0.0002    0.0000    0.7499     3000    20740     21.74        4       13   2165788  52.3170 
   3    1.4001   -0.0001    0.0000    1.2498     3000    23427     26.73        3        8   2411771  51.4200 
   4    1.4002    0.0001    0.0000    1.7500     3000    26168     27.88        5       21   2737853  50.5370 
   5    1.3999   -0.0000    0.0000    2.2500     3000    26742     28.23        7       13   2811499  49.6470 
   6    1.4002    0.0002    0.0000    2.7500     3000    28100     29.10       13       31   2899376  48.7750 
   7    1.4000    0.0001    0.0000    3.2503     3000    28143     29.63        7       28   2951401  47.8850 
   8    1.4000    0.0001    0.0000    3.7505     3000    30369     32.03       10       17   3190632  47.0050 
   9    1.3999   -0.0002    0.0000    4.2497     3000    32013     33.32        5       17   3319697  46.1270 
  10    1.3999   -0.0000    0.0000    4.7504     3000    40085     42.02        7       15   4185716  45.2470 
  11    1.3999   -0.0000    0.0000    5.2503     3000    36623     38.23        5       13   3808194  44.3670 
  12    1.3999   -0.0000    0.0000    5.7507     3000    37156     38.68        5       16   3853051  43.4870 
  13    1.4000   -0.0000    0.0000    6.2508     3000    38008     40.21        3       13   4006466  42.6070 
  14    1.4000   -0.0001    0.0000    6.7503     3000    39410     41.66        9       28   4149253  41.7220 
  15    1.4000   -0.0000    0.0000    7.2501     3000    48376     53.93        6       12   5074732  40.8320 
  16    1.3999   -0.0000    0.0000    7.7501     3000    53083     55.50        5       12   5492168  39.9370 
  17    1.4002    0.0001    0.0000    8.2504     3000    52111     54.74       14       20   5452750  39.0450 
  18    1.4001   -0.0001    0.0000    8.7507     3000    52959     55.42        9       22   5519941  38.1320 
  19    1.3999   -0.0001    0.0000    9.2499     3000    55161     57.45        5       14   5724854  37.2170 
  20    1.4000   -0.0001    0.0000    9.7504     3000    52640     55.76        4       16   5556642  36.2970 
