RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6625       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 21:04:19
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6625
DATE_: 05-Oct-2017 21:04:19
TITLE: Pb (2 0.2 0) E scan
COMND: sc qh 2 0.2 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  2.0000, QK=  0.2001, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-55.3230, 
VARIA: A4      = 80.7800, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    2.0000    0.2001    0.0000    0.0002     3000    18927     21.89     1479      174   1947620  80.7800 
   2    2.0000    0.2001    0.0000    0.4998     3000    20296     21.54     1014      989   2120049  79.3050 
   3    1.9999    0.1997    0.0000    0.9999     3000    21155     22.18      385      575   2220631  77.8870 
   4    1.9999    0.1999    0.0000    1.4997     3000    25607     26.25      607      310   2628588  76.5420 
   5    2.0000    0.1999    0.0000    2.0002     3000    26353     27.36      357      303   2741353  75.2450 
   6    2.0001    0.1999    0.0000    2.4999     3000    25887     27.12       86      625   2716387  74.0000 
   7    2.0000    0.2001    0.0000    3.0002     3000    28263     29.56       55      643   2959749  72.7870 
   8    2.0000    0.1999    0.0000    3.5003     3000    29022     30.53       25      161   3057336  71.6170 
   9    2.0000    0.2000    0.0000    4.0000     3000    30783     32.13       18       90   3219004  70.4770 
  10    2.0000    0.1999    0.0000    4.5004     3000    36402     37.90        9       93   3794985  69.3700 
  11    2.0001    0.2000    0.0000    4.9999     3000    41565     42.78        7       82   4285590  68.2920 
  12    1.9999    0.1999    0.0000    5.5004     3000    33376     34.87        5       63   3492545  67.2300 
  13    2.0001    0.1999    0.0000    6.0007     3000    37225     38.70        5       54   3875929  66.2000 
  14    2.0000    0.2001    0.0000    6.5005     3000    39182     41.66        6       58   4117570  65.1850 
  15    2.0000    0.1998    0.0000    6.9997     3000    43649     46.82        8       44   4544171  64.1900 
  16    2.0000    0.2001    0.0000    7.5003     3000    52261     54.22        5       53   5432096  63.2120 
  17    2.0000    0.1999    0.0000    8.0007     3000    52055     54.47        3       44   5456383  62.2500 
  18    2.0000    0.2000    0.0000    8.5005     3000    52487     54.77        4       32   5487115  61.3020 
  19    2.0000    0.1997    0.0000    9.0000     3000    54607     56.78        3       37   5685927  60.3650 
  20    2.0000    0.2000    0.0000    9.5001     3000    54334     56.65        3       31   5674214  59.4420 
  21    2.0000    0.1999    0.0000    9.9998     3000    54176     56.53        2       24   5660608  58.5300 
