RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6633       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 23:15:25
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6633
DATE_: 05-Oct-2017 23:15:25
TITLE: Pb (1.6 0 0) E scan
COMND: sc qh 1.6 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.6000, QK= -0.0001, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-58.9450, 
VARIA: A4      = 62.1050, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.6000   -0.0001    0.0000    0.0002     3000    18497     19.46       37       28   1945820  62.1050 
   2    1.6000    0.0002    0.0000    0.5001     3000    20507     21.25       10       30   2123983  61.0450 
   3    1.5999    0.0000    0.0000    1.0002     3000    21284     22.14        6       51   2213720  60.0050 
   4    1.5998   -0.0000    0.0000    1.4997     3000    25029     26.14        4       29   2613666  58.9870 
   5    1.6002    0.0001    0.0000    2.0002     3000    26506     27.79        3       36   2778113  58.0050 
   6    1.6001   -0.0000    0.0000    2.4999     3000    26667     36.24       21       42   2734039  57.0150 
   7    1.6001   -0.0001    0.0000    3.0002     3000    28550     30.00       38       58   2992458  56.0500 
   8    1.6001    0.0000    0.0000    3.5003     3000    28587     33.11       50       51   3002570  55.0920 
   9    1.6000   -0.0001    0.0000    4.0000     3000    30739     32.06        9       30   3201730  54.1520 
  10    1.6001    0.0001    0.0000    4.5004     3000    35058     36.94        6       32   3691977  53.2270 
  11    1.5999   -0.0000    0.0000    4.9999     3000    39440     41.33        4       34   4129264  52.3000 
  12    1.6000   -0.0002    0.0000    5.5004     3000    33929     35.69        9       24   3568344  51.3850 
  13    1.6000   -0.0000    0.0000    6.0007     3000    37186     38.83       17       32   3880288  50.4770 
  14    1.6000   -0.0002    0.0000    6.5005     3000    39034     40.84       22       29   4080917  49.5750 
  15    1.6000   -0.0000    0.0000    7.0004     3000    44313     46.02       18       19   4597208  48.6750 
  16    1.6000   -0.0000    0.0000    7.4995     3000    51164     53.73       13       23   5368591  47.7800 
  17    1.6000   -0.0000    0.0000    8.0007     3000    51618     54.04        7       14   5398009  46.8870 
  18    1.6000    0.0001    0.0000    8.5005     3000    53925     59.61        5       16   5605495  45.9950 
  19    1.6000   -0.0001    0.0000    9.0000     3000    54401     56.96        4       17   5683731  45.1050 
  20    1.6000   -0.0001    0.0000    9.5001     3000    53484     55.87        4       15   5580533  44.2150 
  21    1.6000   -0.0001    0.0000    9.9998     3000    56572     59.47        1       12   5939655  43.3250 
