RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6648       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 05:28:54
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6648
DATE_: 06-Oct-2017 05:28:54
TITLE: Pb (1.80 0 0) E scan
COMND: sc qh 1.80 0 0 5.25 dqh 0 0 0 0.5 np 20 mn 3000
POSQE: QH=  1.8001, QK=  0.0004, QL=  0.0000, EN=  0.2500, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-27.9181, A2      =-55.8402, A3      =-54.2280, 
VARIA: A4      = 70.3220, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.9500, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.8001    0.0004    0.0000    0.2500     3000    19173     20.07       25      132   2001640  70.3220 
   2    1.8002   -0.0000    0.0000    0.7499     3000    21039     21.93       27      117   2185552  69.1000 
   3    1.8000   -0.0000    0.0000    1.2498     3000    22627     26.83      105      102   2355387  67.9100 
   4    1.8000    0.0000    0.0000    1.7500     3000    25881     27.25      132       74   2695598  66.7620 
   5    1.8001   -0.0002    0.0000    2.2500     3000    26813     27.95       28       95   2783412  65.6520 
   6    1.8000    0.0001    0.0000    2.7500     3000    26841     28.27       39      106   2814595  64.5670 
   7    1.7999   -0.0001    0.0000    3.2503     3000    28312     29.77       78       89   2965952  63.4970 
   8    1.8001   -0.0001    0.0000    3.7505     3000    30331     31.71       60       72   3158704  62.4720 
   9    1.7999   -0.0001    0.0000    4.2497     3000    32822     34.39       37       58   3424316  61.4550 
  10    1.8000   -0.0002    0.0000    4.7504     3000    40889     42.65       15       40   4250158  60.4620 
  11    1.7999   -0.0002    0.0000    5.2497     3000    36449     38.50       10       34   3834044  59.4770 
  12    1.8000   -0.0000    0.0000    5.7507     3000    35914     37.68        8       40   3753839  58.5100 
  13    1.8000   -0.0001    0.0000    6.2501     3000    36669     38.65        7       28   3852360  57.5600 
  14    1.8000    0.0001    0.0000    6.7503     3000    39183     41.45        6       30   4130028  56.6170 
  15    1.8000   -0.0001    0.0000    7.2501     3000    49474     54.93        5       21   5145708  55.6900 
  16    1.8000   -0.0000    0.0000    7.7501     3000    50846     54.03        4       27   5364162  54.7700 
  17    1.8000    0.0001    0.0000    8.2504     3000    52554     55.28        2       25   5507171  53.8570 
  18    1.8000   -0.0001    0.0000    8.7499     3000    53432     56.32        1       24   5610216  52.9550 
  19    1.8000   -0.0001    0.0000    9.2499     3000    53800     56.91        4       21   5670399  52.0570 
  20    1.8001    0.0001    0.0000    9.7504     3000    55132     57.81        4       30   5759872  51.1650 
