RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6642       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 03:51:01
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6642
DATE_: 06-Oct-2017 03:51:01
TITLE: Pb (1.5 0 0) E scan
COMND: sc qh 1.5 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.5000, QK=  0.0000, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-61.0800, 
VARIA: A4      = 57.8400, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.5000    0.0000    0.0000    0.0002     3000    18259     19.15       45       17   1906165  57.8400 
   2    1.5000   -0.0000    0.0000    0.5001     3000    20792     21.75        4       29   2166689  56.8620 
   3    1.5001    0.0001    0.0000    1.0002     3000    21378     22.60        5       26   2251118  55.8970 
   4    1.5000    0.0000    0.0000    1.4997     3000    25596     26.93        4       33   2682659  54.9500 
   5    1.5001    0.0001    0.0000    2.0002     3000    26410     28.06        4       30   2795093  54.0150 
   6    1.5001    0.0000    0.0000    2.4999     3000    27012     28.21        7       35   2809387  53.0850 
   7    1.4999   -0.0001    0.0000    3.0002     3000    27170     28.49       24       40   2837679  52.1520 
   8    1.5003    0.0001    0.0000    3.5003     3000    29369     30.99       23       27   3088168  51.2550 
   9    1.4999    0.0000    0.0000    4.0000     3000    31971     33.44       12       24   3330272  50.3320 
  10    1.5001   -0.0001    0.0000    4.5004     3000    35767     37.61        4       16   3747956  49.4400 
  11    1.4999   -0.0001    0.0000    4.9999     3000    39052     41.01        5       15   4082815  48.5370 
  12    1.5001   -0.0000    0.0000    5.5004     3000    35444     40.25        8       18   3701219  47.6470 
  13    1.4999   -0.0001    0.0000    6.0007     3000    37482     39.50        4       22   3931094  46.7500 
  14    1.5000   -0.0001    0.0000    6.5005     3000    38546     40.80        8       24   4061858  45.8620 
  15    1.5000   -0.0000    0.0000    7.0004     3000    42755     45.19       16       26   4498103  44.9720 
  16    1.4999   -0.0000    0.0000    7.4995     3000    51352     53.91        7       20   5366418  44.0820 
  17    1.5000   -0.0000    0.0000    8.0007     3000    51392     54.22       12       18   5400344  43.1920 
  18    1.5000    0.0000    0.0000    8.5005     3000    54405     57.10       16       20   5685220  42.3000 
  19    1.5001   -0.0000    0.0000    9.0000     3000    54217     56.96       10       19   5671773  41.4050 
  20    1.5000   -0.0000    0.0000    9.5001     3000    54917     57.69        5       21   5744645  40.5070 
  21    1.5000   -0.0002    0.0000    9.9998     3000    54570     60.65        5       10   5682497  39.6020 
