RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6640       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 03:17:12
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6640
DATE_: 06-Oct-2017 03:17:12
TITLE: Pb (1.3 0 0) E scan
COMND: sc qh 1.3 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.2999, QK= -0.0001, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-65.2200, 
VARIA: A4      = 49.5520, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.2999   -0.0001    0.0000    0.0002     3000    19030     20.09       72       12   2004862  49.5520 
   2    1.3002    0.0000    0.0000    0.5001     3000    20612     21.73        4       16   2167806  48.7320 
   3    1.3000    0.0001    0.0000    1.0002     3000    21161     22.06        7       16   2200998  47.8970 
   4    1.2999   -0.0001    0.0000    1.4997     3000    25633     26.93        2       15   2685983  47.0650 
   5    1.3000    0.0001    0.0000    2.0002     3000    26519     27.93        5       14   2785441  46.2270 
   6    1.3000    0.0002    0.0000    2.4999     3000    27173     28.62       11       24   2852271  45.3850 
   7    1.3002   -0.0001    0.0000    2.9997     3000    27312     28.65       10       21   2857759  44.5420 
   8    1.3001    0.0001    0.0000    3.5003     3000    29523     30.89        9       21   3080311  43.6900 
   9    1.3000    0.0000    0.0000    4.0000     3000    30822     31.97        5        9   3185640  42.8270 
  10    1.3001   -0.0002    0.0000    4.5004     3000    36741     38.05        3       16   3791927  41.9720 
  11    1.2998    0.0000    0.0000    5.0005     3000    38285     40.27        7       11   4010099  41.0970 
  12    1.3000    0.0000    0.0000    5.5004     3000    35031     40.32        5        7   3664541  40.2320 
  13    1.3000   -0.0001    0.0000    6.0007     3000    36539     38.28        7       11   3810871  39.3550 
  14    1.3000   -0.0002    0.0000    6.5005     3000    37659     39.83        5       14   3967092  38.4700 
  15    1.3000   -0.0000    0.0000    7.0004     3000    42814     44.80        4       16   4461608  37.5750 
  16    1.2999   -0.0001    0.0000    7.4995     3000    51594     54.05        6       18   5383126  36.6700 
  17    1.3000    0.0001    0.0000    7.9999     3000    51147     54.16        4       14   5394475  35.7600 
  18    1.3000   -0.0001    0.0000    8.5005     3000    53513     56.38       16       13   5612014  34.8350 
  19    1.3000   -0.0001    0.0000    9.0000     3000    52410     55.37       13       17   5514565  33.8970 
  20    1.3000   -0.0000    0.0000    9.5001     3000    55336     57.83        3       12   5759526  32.9500 
  21    1.2999   -0.0000    0.0000    9.9998     3000    54492     60.32        7       14   5646495  31.9800 
