RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6658       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 08:06:30
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6658
DATE_: 06-Oct-2017 08:06:30
TITLE: Pb (1.30 0 0) E scan
COMND: sc qh 1.30 0 0 5.25 dqh 0 0 0 0.5 np 20 mn 3000
POSQE: QH=  1.3000, QK= -0.0001, QL=  0.0000, EN=  0.2500, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-27.9181, A2      =-55.8402, A3      =-64.4650, 
VARIA: A4      = 49.1450, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.9500, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.3000   -0.0001    0.0000    0.2500     3000    19185     20.26       16       10   2019662  49.1450 
   2    1.3002    0.0001    0.0000    0.7499     3000    21339     22.50        4       15   2243863  48.3170 
   3    1.2999   -0.0002    0.0000    1.2498     3000    22553     23.73        5       16   2364259  47.4820 
   4    1.3001    0.0002    0.0000    1.7500     3000    26146     27.70        4       17   2760388  46.6500 
   5    1.3002    0.0000    0.0000    2.2500     3000    25582     27.37        6       20   2728029  45.8070 
   6    1.2999   -0.0000    0.0000    2.7500     3000    26882     28.34        8       20   2823657  44.9550 
   7    1.3003    0.0002    0.0000    3.2503     3000    28841     31.39       10       17   3018273  44.1200 
   8    1.3002   -0.0001    0.0000    3.7505     3000    31452     34.18        3       13   3303189  43.2600 
   9    1.3000   -0.0000    0.0000    4.2497     3000    32154     33.60        6       12   3345520  42.4020 
  10    1.2998    0.0001    0.0000    4.7504     3000    41086     43.45        5       17   4330431  41.5320 
  11    1.2999   -0.0001    0.0000    5.2497     3000    37411     39.22        5       15   3908321  40.6670 
  12    1.3000   -0.0001    0.0000    5.7507     3000    35806     37.69        3        9   3756287  39.7950 
  13    1.3001   -0.0000    0.0000    6.2501     3000    36041     38.01        0       12   3787751  38.9170 
  14    1.3000   -0.0001    0.0000    6.7503     3000    39178     41.12        8       16   4097822  38.0220 
  15    1.2999    0.0000    0.0000    7.2501     3000    49238     51.58        9       16   5140054  37.1200 
  16    1.3000   -0.0002    0.0000    7.7501     3000    54348     65.46        5        7   5670024  36.2170 
  17    1.3000    0.0000    0.0000    8.2504     3000    52450     58.21       10       15   5493123  35.2970 
  18    1.3000    0.0000    0.0000    8.7507     3000    53986     57.09        5       11   5664912  34.3670 
  19    1.3000   -0.0001    0.0000    9.2499     3000    55228     57.65       14       18   5748693  33.4220 
  20    1.3001   -0.0002    0.0000    9.7504     3000    52406     55.20        2       14   5506429  32.4670 
