RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6631       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 22:42:45
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6631
DATE_: 05-Oct-2017 22:42:45
TITLE: Pb (1.4 0 0) E scan
COMND: sc qh 1.4 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.3999, QK= -0.0001, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-63.1650, 
VARIA: A4      = 53.6570, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.3999   -0.0001    0.0000    0.0002     3000    18223     19.15       46        9   1912999  53.6570 
   2    1.4001   -0.0000    0.0000    0.4998     3000    20655     21.44        7       10   2142230  52.7620 
   3    1.4001    0.0001    0.0000    1.0002     3000    21106     21.95        5       16   2193616  51.8650 
   4    1.4000    0.0001    0.0000    1.4997     3000    25193     26.71        5       12   2670291  50.9770 
   5    1.4000    0.0001    0.0000    2.0002     3000    26463     27.71        4       19   2769854  50.0900 
   6    1.4001   -0.0000    0.0000    2.4999     3000    26556     29.68        9       26   2729275  49.2100 
   7    1.4000   -0.0000    0.0000    3.0002     3000    28713     30.14       15       31   2961256  48.3220 
   8    1.4000    0.0001    0.0000    3.5003     3000    28847     30.31       10       16   3030190  47.4450 
   9    1.4000   -0.0001    0.0000    4.0000     3000    30530     32.00        6       18   3200689  46.5620 
  10    1.4002    0.0002    0.0000    4.5004     3000    34760     36.53       10        8   3654486  45.6950 
  11    1.3997   -0.0000    0.0000    4.9999     3000    39771     41.65        4       13   4165551  44.8000 
  12    1.4000   -0.0000    0.0000    5.5004     3000    34080     35.71        6       22   3571233  43.9320 
  13    1.4000   -0.0001    0.0000    6.0007     3000    36563     38.11        6       15   3812377  43.0470 
  14    1.4001   -0.0001    0.0000    6.5005     3000    36900     38.48        5       15   3849343  42.1670 
  15    1.3999   -0.0001    0.0000    6.9997     3000    43213     45.06        5       15   4508137  41.2750 
  16    1.4000   -0.0000    0.0000    7.5003     3000    52057     54.28        9       15   5428806  40.3850 
  17    1.4000   -0.0001    0.0000    8.0007     3000    49991     54.48       21       17   5269607  39.4900 
  18    1.4001    0.0000    0.0000    8.5005     3000    53801     56.98       10       10   5612618  38.5870 
  19    1.4001   -0.0001    0.0000    9.0000     3000    53507     55.55        8       16   5557965  37.6800 
  20    1.4000   -0.0001    0.0000    9.5010     3000    53999     56.57       10       16   5660811  36.7570 
  21    1.4000   -0.0000    0.0000    9.9998     3000    54537     56.99        6       11   5702951  35.8320 
