RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6630       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 22:26:14
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6630
DATE_: 05-Oct-2017 22:26:14
TITLE: Pb (1.3 0 0) E scan
COMND: sc qh 1.3 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.2999, QK= -0.0001, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-65.2200, 
VARIA: A4      = 49.5520, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.2999   -0.0001    0.0000    0.0002     3000    18047     18.93       45        9   1891865  49.5520 
   2    1.3002    0.0000    0.0000    0.4998     3000    19829     20.80        7       13   2080444  48.7350 
   3    1.3000    0.0001    0.0000    1.0002     3000    21192     22.11        8        9   2211660  47.8970 
   4    1.2999   -0.0001    0.0000    1.4997     3000    26496     27.70        8       15   2769724  47.0650 
   5    1.3001    0.0001    0.0000    2.0002     3000    26198     27.55        2       11   2752944  46.2250 
   6    1.3000    0.0002    0.0000    2.4999     3000    27381     31.99       10       33   2844859  45.3850 
   7    1.3002   -0.0000    0.0000    3.0002     3000    27833     29.31        9       20   2927160  44.5450 
   8    1.3000    0.0001    0.0000    3.5003     3000    29548     31.02        4       14   3103083  43.6850 
   9    1.3001    0.0000    0.0000    4.0000     3000    30978     32.43        4       16   3243982  42.8300 
  10    1.3001   -0.0001    0.0000    4.5004     3000    35329     36.83        0       17   3682128  41.9720 
  11    1.2998   -0.0001    0.0000    4.9999     3000    39385     41.44        4       18   4143625  41.0970 
  12    1.3000    0.0000    0.0000    5.5004     3000    36825     38.21        6       16   3819922  40.2320 
  13    1.3000   -0.0001    0.0000    6.0007     3000    37127     38.97        4       13   3893775  39.3550 
  14    1.3000   -0.0001    0.0000    6.5005     3000    38025     39.67        7       15   3964598  38.4670 
  15    1.3001   -0.0001    0.0000    7.0004     3000    43431     45.46        7       13   4543623  37.5770 
  16    1.2999   -0.0001    0.0000    7.4995     3000    51202     53.65        7       18   5361061  36.6670 
  17    1.3001    0.0001    0.0000    8.0007     3000    55104     61.08        9       21   5746882  35.7620 
  18    1.3000   -0.0001    0.0000    8.5005     3000    55539     57.84       21       10   5778351  34.8350 
  19    1.3000   -0.0001    0.0000    9.0000     3000    53056     55.27       14       15   5521840  33.8970 
  20    1.3000    0.0000    0.0000    9.5001     3000    54758     57.21        9       20   5717303  32.9470 
  21    1.3000   -0.0000    0.0000    9.9998     3000    57495     60.09        2       15   6002243  31.9850 
