RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6623       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 20:25:07
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6623
DATE_: 05-Oct-2017 20:25:07
TITLE: Pb (2 0.4 0) E scan
COMND: sc qh 2 0.4 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  2.0001, QK=  0.3996, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-60.1850, 
VARIA: A4      = 82.2250, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    2.0001    0.3996    0.0000    0.0002     3000    18970     19.85       43       51   1990570  82.2250 
   2    2.0001    0.4001    0.0000    0.4998     3000    20239     20.75       21       58   2078778  80.7200 
   3    1.9999    0.3999    0.0000    1.0002     3000    21685     22.33       13       42   2238264  79.2650 
   4    2.0000    0.4002    0.0000    1.4997     3000    24417     25.32       12       60   2538064  77.8900 
   5    2.0000    0.3999    0.0000    2.0002     3000    25762     26.83       13       74   2689110  76.5620 
   6    2.0001    0.4000    0.0000    2.4999     3000    26771     27.91       58      102   2796713  75.2920 
   7    2.0000    0.4002    0.0000    3.0002     3000    27860     29.18      156       90   2924510  74.0620 
   8    2.0000    0.3998    0.0000    3.4998     3000    30352     31.38      135       90   3144915  72.8670 
   9    2.0000    0.4000    0.0000    4.0000     3000    30580     31.75       44       90   3180670  71.7150 
  10    2.0000    0.4001    0.0000    4.5004     3000    35502     36.71        9       85   3679487  70.5870 
  11    2.0000    0.3998    0.0000    4.9999     3000    38898     49.35       14       56   4010143  69.4920 
  12    2.0000    0.4001    0.0000    5.5004     3000    35152     43.91        7       57   3645508  68.4250 
  13    2.0000    0.3999    0.0000    6.0007     3000    35948     41.11        9       39   3714908  67.3720 
  14    2.0000    0.4000    0.0000    6.5005     3000    38206     39.71        4       45   3967717  66.3500 
  15    2.0000    0.3999    0.0000    6.9997     3000    43415     45.15        9       45   4518047  65.3450 
  16    2.0000    0.3999    0.0000    7.4995     3000    51197     53.62        8       55   5365863  64.3600 
  17    2.0000    0.4002    0.0000    8.0007     3000    54011     56.03        3       53   5615630  63.3870 
  18    2.0001    0.3997    0.0000    8.5005     3000    53860     56.05        4       38   5621836  62.4320 
  19    2.0000    0.4001    0.0000    9.0000     3000    55674     57.76        5       56   5791685  61.4900 
  20    2.0000    0.4000    0.0000    9.5001     3000    55756     57.53        4       51   5769896  60.5600 
  21    2.0000    0.4000    0.0000    9.9998     3000    53704     55.71        3       33   5584204  59.6400 
