RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6621       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 19:51:20
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6621
DATE_: 05-Oct-2017 19:51:20
TITLE: Pb (2 0.6 0) E scan
COMND: sc qh 2 0.6 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  2.0000, QK=  0.5997, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-64.3800, 
VARIA: A4      = 84.6220, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    2.0000    0.5997    0.0000    0.0002     3000    19356     20.00       27       23   2005539  84.6220 
   2    2.0000    0.6001    0.0000    0.4998     3000    19457     20.08        9       20   2013608  83.0520 
   3    2.0000    0.5998    0.0000    1.0002     3000    21213     21.92        9       25   2198442  81.5420 
   4    2.0000    0.5999    0.0000    1.4997     3000    25398     26.69        8       42   2675538  80.1200 
   5    2.0000    0.6000    0.0000    2.0002     3000    26162     27.02        9       56   2708869  78.7500 
   6    2.0000    0.6000    0.0000    2.4999     3000    27350     28.12       11       53   2819502  77.4320 
   7    2.0000    0.5998    0.0000    2.9997     3000    28398     29.55       18       49   2962337  76.1620 
   8    2.0000    0.6000    0.0000    3.4998     3000    28966     29.65       31       40   2970800  74.9400 
   9    2.0000    0.6001    0.0000    4.0000     3000    30605     31.70       76       27   3177997  73.7520 
  10    2.0001    0.5999    0.0000    4.5004     3000    35510     36.64      116       35   3671997  72.6020 
  11    2.0000    0.6000    0.0000    4.9999     3000    39457     44.13       24       48   4073574  71.4770 
  12    2.0000    0.6001    0.0000    5.5004     3000    35265     36.10        8       52   3612507  70.3850 
  13    2.0000    0.5999    0.0000    6.0007     3000    38404     47.29        4       50   3959787  69.3120 
  14    2.0000    0.6001    0.0000    6.5005     3000    38071     48.88        4       57   3946424  68.2720 
  15    2.0000    0.5998    0.0000    6.9997     3000    44943     46.48        8       35   4651490  67.2450 
  16    2.0000    0.6000    0.0000    7.4995     3000    53461     55.14        7       34   5525247  66.2450 
  17    2.0000    0.6001    0.0000    8.0007     3000    51156     53.23        6       39   5332917  65.2600 
  18    2.0000    0.5999    0.0000    8.5005     3000    51437     53.47        8       50   5356250  64.2900 
  19    1.9999    0.6002    0.0000    9.0000     3000    54283     58.94        3       39   5637117  63.3350 
  20    2.0001    0.5998    0.0000    9.5001     3000    52581     55.34        4       35   5496251  62.3950 
  21    2.0000    0.6000    0.0000    9.9998     3000    53901     55.56        4       35   5566754  61.4670 
