RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6659       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 08:22:33
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6659
DATE_: 06-Oct-2017 08:22:33
TITLE: Pb (1.25 0 0) E scan
COMND: sc qh 1.25 0 0 5.25 dqh 0 0 0 0.5 np 20 mn 3000
POSQE: QH=  1.2500, QK= -0.0001, QL=  0.0000, EN=  0.2500, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-27.9181, A2      =-55.8402, A3      =-65.4230, 
VARIA: A4      = 47.1370, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.9500, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.2500   -0.0001    0.0000    0.2500     3000    19865     20.58       14        7   2052564  47.1370 
   2    1.2500    0.0000    0.0000    0.7502     3000    20406     21.62        3        9   2156242  46.3370 
   3    1.2502    0.0002    0.0000    1.2498     3000    22954     23.95        2       17   2387587  45.5370 
   4    1.2502    0.0000    0.0000    1.7500     3000    25181     26.49        6       16   2640355  44.7270 
   5    1.2499    0.0001    0.0000    2.2500     3000    27092     28.54        5       21   2846800  43.9020 
   6    1.2500    0.0001    0.0000    2.7500     3000    27159     28.30       13       29   2821085  43.0750 
   7    1.2502    0.0001    0.0000    3.2503     3000    29040     30.27        5       21   3016892  42.2400 
   8    1.2503    0.0002    0.0000    3.7505     3000    30643     32.15        4       17   3206318  41.4020 
   9    1.2500   -0.0001    0.0000    4.2497     3000    33007     38.22        7       15   3451412  40.5470 
  10    1.2499    0.0001    0.0000    4.7504     3000    40269     42.31        3       12   4215445  39.6850 
  11    1.2499   -0.0001    0.0000    5.2503     3000    36031     38.00        2       14   3787053  38.8220 
  12    1.2500   -0.0001    0.0000    5.7507     3000    35645     37.62        7        8   3750384  37.9450 
  13    1.2499   -0.0000    0.0000    6.2501     3000    37519     39.68        3       15   3954586  37.0570 
  14    1.2499   -0.0000    0.0000    6.7503     3000    40417     42.54        7       20   4239982  36.1620 
  15    1.2500   -0.0000    0.0000    7.2508     3000    50298     52.41        7       11   5223457  35.2600 
  16    1.2500    0.0001    0.0000    7.7501     3000    53401     55.61        5       16   5544278  34.3370 
  17    1.2501   -0.0001    0.0000    8.2504     3000    52680     55.12        4       12   5495743  33.4070 
  18    1.2501   -0.0001    0.0000    8.7507     3000    53571     57.36       16       15   5598071  32.4600 
  19    1.2500    0.0000    0.0000    9.2499     3000    53830     57.21       14       14   5593700  31.4950 
  20    1.2500   -0.0001    0.0000    9.7504     3000    55437     58.15        6       10   5792624  30.5150 
