RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6653       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 06:48:01
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6653
DATE_: 06-Oct-2017 06:48:01
TITLE: Pb (1.55 0 0) E scan
COMND: sc qh 1.55 0 0 5.25 dqh 0 0 0 0.5 np 20 mn 3000
POSQE: QH=  1.5500, QK= -0.0000, QL=  0.0000, EN=  0.2500, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-27.9181, A2      =-55.8402, A3      =-59.5050, 
VARIA: A4      = 59.4520, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.9500, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.5500   -0.0000    0.0000    0.2500     3000    19515     28.95       17       20   2028573  59.4550 
   2    1.5499    0.0000    0.0000    0.7499     3000    21433     22.60        8       21   2245717  58.4400 
   3    1.5501   -0.0000    0.0000    1.2498     3000    22365     23.55        4       25   2346281  57.4570 
   4    1.5499    0.0000    0.0000    1.7500     3000    26362     27.47        8       37   2736761  56.4750 
   5    1.5502    0.0001    0.0000    2.2500     3000    26921     28.32        5       38   2820951  55.5200 
   6    1.5500   -0.0000    0.0000    2.7500     3000    27158     28.69       25       45   2858248  54.5670 
   7    1.5500   -0.0001    0.0000    3.2503     3000    28694     29.81       43       42   2969359  53.6270 
   8    1.5501    0.0001    0.0000    3.7505     3000    30094     31.46       27       31   3136023  52.6970 
   9    1.5501   -0.0001    0.0000    4.2497     3000    32178     33.66        7       27   3354083  51.7850 
  10    1.5500   -0.0000    0.0000    4.7504     3000    41812     43.57        5       22   4340919  50.8700 
  11    1.5499    0.0000    0.0000    5.2503     3000    36009     41.44        5       24   3775528  49.9620 
  12    1.5499   -0.0001    0.0000    5.7507     3000    35866     37.45        5       17   3727200  49.0600 
  13    1.5499   -0.0001    0.0000    6.2508     3000    37524     39.63       13       22   3949122  48.1600 
  14    1.5500   -0.0001    0.0000    6.7503     3000    41715     43.56       18       16   4340534  47.2700 
  15    1.5500   -0.0001    0.0000    7.2501     3000    49194     51.54       18       28   5135386  46.3750 
  16    1.5500   -0.0001    0.0000    7.7501     3000    52887     55.53        5       32   5534512  45.4850 
  17    1.5500    0.0000    0.0000    8.2504     3000    53421     56.24        5       26   5604141  44.5950 
  18    1.5500   -0.0000    0.0000    8.7499     3000    52362     54.89        4       18   5469431  43.7020 
  19    1.5500   -0.0001    0.0000    9.2499     3000    54570     57.13        3       21   5693859  42.8100 
  20    1.5500   -0.0000    0.0000    9.7504     3000    55378     61.12        7       23   5740047  41.9170 
