RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6647       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 05:13:09
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6647
DATE_: 06-Oct-2017 05:13:09
TITLE: Pb (1.85 0 0) E scan
COMND: sc qh 1.85 0 0 5.25 dqh 0 0 0 0.5 np 20 mn 3000
POSQE: QH=  1.8501, QK= -0.0000, QL=  0.0000, EN=  0.2500, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-27.9181, A2      =-55.8402, A3      =-53.1130, 
VARIA: A4      = 72.5770, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.9500, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.8501   -0.0000    0.0000    0.2500     3000    18841     23.26       72      186   1974938  72.5800 
   2    1.8502    0.0001    0.0000    0.7499     3000    20423     21.48      323      181   2131561  71.3100 
   3    1.8500    0.0001    0.0000    1.2498     3000    23043     23.91      342      151   2380756  70.0770 
   4    1.8500   -0.0000    0.0000    1.7500     3000    25107     26.72       84      188   2660566  68.8950 
   5    1.8500   -0.0001    0.0000    2.2500     3000    26409     28.22       85      124   2810404  67.7420 
   6    1.8500    0.0000    0.0000    2.7500     3000    27662     29.19      127      101   2907564  66.6250 
   7    1.8499   -0.0004    0.0000    3.2503     3000    28601     30.34       94       93   3020949  65.5320 
   8    1.8500    0.0000    0.0000    3.7505     3000    30625     32.18       43       83   3205339  64.4770 
   9    1.8500   -0.0003    0.0000    4.2497     3000    31712     33.13       14       41   3300242  63.4400 
  10    1.8500   -0.0000    0.0000    4.7504     3000    41128     43.28        8       40   4308833  62.4200 
  11    1.8500   -0.0001    0.0000    5.2497     3000    36170     37.84        6       36   3767161  61.4250 
  12    1.8500   -0.0000    0.0000    5.7507     3000    35757     37.75        4       30   3758394  60.4370 
  13    1.8500    0.0000    0.0000    6.2501     3000    38132     39.98        2       34   3980885  59.4720 
  14    1.8500   -0.0002    0.0000    6.7503     3000    41983     47.65        4       28   4389503  58.5170 
  15    1.8500    0.0000    0.0000    7.2501     3000    49684     52.36        6       23   5210102  57.5770 
  16    1.8500    0.0001    0.0000    7.7501     3000    54785     57.17        6       21   5694421  56.6470 
  17    1.8499   -0.0001    0.0000    8.2504     3000    53534     56.59        3       14   5636461  55.7250 
  18    1.8499   -0.0000    0.0000    8.7499     3000    52186     54.71        5       14   5449985  54.8150 
  19    1.8499   -0.0002    0.0000    9.2499     3000    52862     55.81        1       14   5559207  53.9120 
  20    1.8500    0.0000    0.0000    9.7504     3000    53225     55.90        4       26   5572150  53.0170 
