RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6626       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 21:20:37
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6626
DATE_: 05-Oct-2017 21:20:37
TITLE: Pb (2 0.1 0) E scan
COMND: sc qh 2 0.1 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.9999, QK=  0.1002, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-52.6580, 
VARIA: A4      = 80.4170, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.9999    0.1002    0.0000    0.0002     3000    18743     19.65   460775    17344   1968641  80.4170 
   2    2.0000    0.1002    0.0000    0.4998     3000    20606     22.49    29692    30827   2126537  78.9470 
   3    1.9999    0.0999    0.0000    1.0002     3000    21000     22.68     1963     5715   2195095  77.5450 
   4    2.0000    0.0998    0.0000    1.4997     3000    25566     26.57      419      444   2659048  76.2050 
   5    2.0000    0.1001    0.0000    2.0002     3000    25451     26.73       46      281   2676416  74.9150 
   6    2.0001    0.0999    0.0000    2.4999     3000    27199     28.21       21      196   2825072  73.6750 
   7    2.0000    0.0999    0.0000    3.0002     3000    28125     29.23       19      129   2927412  72.4700 
   8    2.0000    0.1000    0.0000    3.5003     3000    28663     29.96       23      166   2999988  71.3020 
   9    2.0000    0.0996    0.0000    4.0000     3000    30569     32.06       10       94   3209879  70.1670 
  10    2.0001    0.1002    0.0000    4.5004     3000    34939     36.54        7       87   3659428  69.0670 
  11    2.0000    0.0998    0.0000    4.9999     3000    39949     41.53        5       71   4158424  67.9870 
  12    2.0000    0.1001    0.0000    5.5004     3000    34801     36.37        3       48   3642074  66.9350 
  13    2.0000    0.0998    0.0000    6.0007     3000    38239     39.99        3       30   4006100  65.9020 
  14    2.0000    0.0999    0.0000    6.5005     3000    38183     39.88        5       31   3993292  64.8900 
  15    2.0000    0.0999    0.0000    7.0004     3000    43990     48.74        4       43   4546190  63.9000 
  16    2.0000    0.0999    0.0000    7.4995     3000    51740     53.61        2       30   5353459  62.9250 
  17    2.0000    0.1001    0.0000    8.0007     3000    53195     55.43        1       21   5550322  61.9650 
  18    2.0001    0.0998    0.0000    8.5005     3000    52821     54.92        3       24   5500868  61.0170 
  19    2.0000    0.1000    0.0000    9.0000     3000    52584     54.99        5       26   5507724  60.0820 
  20    2.0000    0.1000    0.0000    9.5001     3000    54427     56.40        3       16   5648321  59.1600 
  21    2.0000    0.1000    0.0000    9.9998     3000    57626     59.96        6       33   6005603  58.2500 
