RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6620       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 19:35:05
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6620
DATE_: 05-Oct-2017 19:35:05
TITLE: Pb (2 0.7 0) E scan
COMND: sc qh 2 0.7 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  2.0001, QK=  0.6996, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-66.1900, 
VARIA: A4      = 86.1770, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    2.0001    0.6996    0.0000    0.0002     3000    18653     19.40       38       32   1945464  86.1770 
   2    2.0000    0.6999    0.0000    0.5001     3000    20232     20.93        6       17   2099539  84.5600 
   3    2.0001    0.6999    0.0000    1.0002     3000    20825     21.62        7       31   2167076  83.0220 
   4    2.0000    0.6999    0.0000    1.4997     3000    25175     26.24        7       30   2632132  81.5550 
   5    2.0000    0.7000    0.0000    2.0002     3000    25052     26.15        8       34   2622463  80.1600 
   6    1.9999    0.7000    0.0000    2.4999     3000    26591     27.58       11       33   2764665  78.8120 
   7    2.0001    0.6999    0.0000    3.0002     3000    27824     28.82       18       38   2889518  77.5250 
   8    1.9999    0.7000    0.0000    3.5003     3000    30347     31.17       23       40   3125120  76.2700 
   9    2.0000    0.7000    0.0000    4.0000     3000    30290     31.61       47       36   3167711  75.0670 
  10    2.0001    0.6999    0.0000    4.5004     3000    36013     40.34      109       38   3712814  73.8950 
  11    2.0000    0.7001    0.0000    4.9999     3000    41403     42.58       42       28   4253886  72.7550 
  12    2.0000    0.7001    0.0000    5.5004     3000    35772     36.94       11       43   3703206  71.6450 
  13    2.0000    0.6999    0.0000    6.0007     3000    36276     37.73       14       36   3782993  70.5620 
  14    2.0000    0.6999    0.0000    6.5005     3000    38541     39.63        4       42   3971853  69.5050 
  15    2.0000    0.7001    0.0000    6.9997     3000    42795     44.34        5       40   4444887  68.4700 
  16    2.0000    0.6998    0.0000    7.4995     3000    54398     56.26        7       46   5638670  67.4550 
  17    2.0000    0.7000    0.0000    7.9999     3000    52154     54.15       13       42   5427266  66.4600 
  18    1.9999    0.7000    0.0000    8.5005     3000    52074     54.03        8       43   5416625  65.4800 
  19    2.0001    0.6999    0.0000    9.0000     3000    53468     55.00        6       34   5512462  64.5220 
  20    2.0000    0.7001    0.0000    9.5001     3000    55825     60.99        7       38   5755152  63.5700 
  21    2.0001    0.6999    0.0000    9.9998     3000    53529     55.42        8       27   5558193  62.6400 
