RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6636       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 00:06:23
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6636
DATE_: 06-Oct-2017 00:06:23
TITLE: Pb (1.9 0 0) E scan
COMND: sc qh 1.9 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.9000, QK= -0.0001, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-52.2250, 
VARIA: A4      = 75.5450, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.9000   -0.0001    0.0000    0.0002     3000    19662     29.03      338      342   2030875  75.5450 
   2    1.9000   -0.0001    0.0000    0.5001     3000    19712     20.64     1508      639   2049918  74.1870 
   3    1.9000    0.0002    0.0000    1.0002     3000    21829     31.41      981     5424   2241404  72.8970 
   4    1.9000   -0.0002    0.0000    1.4997     3000    25594     32.24      242      962   2642058  71.6570 
   5    1.9000    0.0001    0.0000    2.0002     3000    26201     37.17      193      175   2715109  70.4470 
   6    1.8998   -0.0004    0.0000    2.4999     3000    27685     29.04      104      125   2874270  69.2770 
   7    1.9000   -0.0000    0.0000    3.0002     3000    27440     28.71       47       83   2861343  68.1470 
   8    1.9000   -0.0002    0.0000    3.5003     3000    29306     31.02       22       96   3092120  67.0470 
   9    1.9000    0.0000    0.0000    4.0005     3000    31220     32.77       12       60   3266712  65.9700 
  10    1.9000   -0.0002    0.0000    4.5004     3000    35217     37.33       13       55   3721972  64.9170 
  11    1.9000   -0.0000    0.0000    4.9999     3000    39211     40.91        5       34   4077383  63.8900 
  12    1.9000   -0.0002    0.0000    5.5004     3000    35122     36.76        8       29   3665387  62.8800 
  13    1.9000    0.0001    0.0000    6.0007     3000    37210     38.75        3       24   3862924  61.8870 
  14    1.9000   -0.0002    0.0000    6.5005     3000    38948     40.27        6       31   4013857  60.9120 
  15    1.8999   -0.0001    0.0000    6.9997     3000    43675     45.96        8       20   4583439  59.9500 
  16    1.9000    0.0002    0.0000    7.5003     3000    52532     58.07        5       22   5495892  59.0050 
  17    1.9001   -0.0001    0.0000    8.0007     3000    53931     56.23        5       16   5577452  58.0700 
  18    1.9000    0.0001    0.0000    8.5005     3000    54684     57.23        3       15   5708139  57.1450 
  19    1.8999   -0.0003    0.0000    9.0000     3000    52350     54.77        3       13   5461935  56.2270 
  20    1.9000    0.0001    0.0000    9.5001     3000    53612     56.19        4       19   5605311  55.3250 
  21    1.8999   -0.0004    0.0000    9.9998     3000    56589     58.74        6       11   5859374  54.4250 
