RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6657       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 07:50:48
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6657
DATE_: 06-Oct-2017 07:50:48
TITLE: Pb (1.35 0 0) E scan
COMND: sc qh 1.35 0 0 5.25 dqh 0 0 0 0.5 np 20 mn 3000
POSQE: QH=  1.3500, QK= -0.0001, QL=  0.0000, EN=  0.2500, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-27.9181, A2      =-55.8402, A3      =-63.4950, 
VARIA: A4      = 51.1700, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.9500, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.3500   -0.0001    0.0000    0.2500     3000    19260     20.28       12       16   2020157  51.1700 
   2    1.3501    0.0002    0.0000    0.7499     3000    21295     22.26        6       12   2218626  50.3070 
   3    1.3500   -0.0000    0.0000    1.2498     3000    23023     24.12        4       14   2403555  49.4420 
   4    1.3502    0.0001    0.0000    1.7500     3000    25644     27.09        7       20   2698336  48.5850 
   5    1.3499    0.0001    0.0000    2.2500     3000    27677     29.48        5       18   2846267  47.7200 
   6    1.3502    0.0000    0.0000    2.7500     3000    27267     29.56       14       31   2842389  46.8600 
   7    1.3502   -0.0000    0.0000    3.2503     3000    29357     30.94        7       24   3079192  46.0000 
   8    1.3500    0.0000    0.0000    3.7505     3000    29915     31.55        2       18   3142812  45.1270 
   9    1.3500    0.0000    0.0000    4.2497     3000    32585     34.13        1       12   3400050  44.2600 
  10    1.3499    0.0001    0.0000    4.7504     3000    41478     43.77        4       12   4358581  43.3870 
  11    1.3499   -0.0001    0.0000    5.2503     3000    37560     39.26        6       18   3910832  42.5150 
  12    1.3499   -0.0000    0.0000    5.7507     3000    34984     36.61        2       16   3646584  41.6400 
  13    1.3499    0.0000    0.0000    6.2508     3000    37286     38.94        6       10   3876973  40.7570 
  14    1.3500   -0.0001    0.0000    6.7503     3000    40676     42.61       10       22   4243690  39.8750 
  15    1.3501   -0.0001    0.0000    7.2501     3000    50302     52.66       10       12   5244643  38.9850 
  16    1.3501   -0.0000    0.0000    7.7501     3000    52692     55.28        7       14   5505356  38.0820 
  17    1.3500   -0.0000    0.0000    8.2504     3000    53656     59.22       13       18   5590485  37.1720 
  18    1.3500   -0.0001    0.0000    8.7507     3000    53492     56.11       16       18   5589404  36.2570 
  19    1.3499   -0.0001    0.0000    9.2499     3000    54562     57.69        3       13   5748146  35.3300 
  20    1.3500   -0.0000    0.0000    9.7504     3000    54238     57.24        3       18   5703217  34.3950 
