RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6628       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 21:53:12
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6628
DATE_: 05-Oct-2017 21:53:12
TITLE: Pb (1.1 0 0) E scan
COMND: sc qh 1.1 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.0999, QK= -0.0002, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-69.2200, 
VARIA: A4      = 41.5370, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.0999   -0.0002    0.0000    0.0002     3000    19282     22.22       52       14   2008108  41.5370 
   2    1.1001    0.0001    0.0000    0.5001     3000    19708     20.73        7       15   2070420  40.8500 
   3    1.1001   -0.0000    0.0000    1.0002     3000    21574     22.43        4       18   2244930  40.1350 
   4    1.0999    0.0000    0.0000    1.4997     3000    25479     26.78        3       12   2680539  39.4000 
   5    1.1001   -0.0001    0.0000    2.0002     3000    26631     30.79        5       20   2783604  38.6400 
   6    1.1002    0.0001    0.0000    2.4999     3000    26371     27.99       11       21   2799508  37.8650 
   7    1.1000    0.0002    0.0000    3.0002     3000    27619     28.88       12       24   2890062  37.0650 
   8    1.1002   -0.0000    0.0000    3.5003     3000    29468     30.45        3       13   3047957  36.2550 
   9    1.1001   -0.0000    0.0000    4.0000     3000    31210     32.32       10       11   3234294  35.4220 
  10    1.1001    0.0000    0.0000    4.5004     3000    35770     46.15       12       14   3681578  34.5750 
  11    1.0999   -0.0000    0.0000    4.9999     3000    40215     42.07        4       22   4205658  33.7050 
  12    1.1000   -0.0000    0.0000    5.5004     3000    33972     35.63        2       15   3564310  32.8250 
  13    1.1000   -0.0000    0.0000    6.0007     3000    36669     38.33        5       11   3833525  31.9250 
  14    1.1000   -0.0001    0.0000    6.5005     3000    36565     38.33        8        9   3833722  31.0000 
  15    1.1000    0.0000    0.0000    7.0004     3000    41698     43.59        4       12   4360353  30.0570 
  16    1.1000    0.0000    0.0000    7.4995     3000    53736     59.90        6       18   5634801  29.0950 
  17    1.1000   -0.0002    0.0000    7.9999     3000    53049     55.31        7       15   5526399  28.1000 
  18    1.1000    0.0000    0.0000    8.5005     3000    54006     56.24        6        6   5623840  27.0800 
  19    1.1000    0.0000    0.0000    9.0000     3000    53301     55.49        6       15   5549147  26.0270 
  20    1.1000   -0.0001    0.0000    9.5001     3000    54732     56.52        1       13   5653022  24.9450 
  21    1.1001   -0.0002    0.0000    9.9998     3000    54647     56.89        3       18   5689103  23.8270 
