RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6643       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        06-Oct-2017 04:07:27
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6643
DATE_: 06-Oct-2017 04:07:27
TITLE: Pb (1.6 0 0) E scan
COMND: sc qh 1.6 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.6000, QK=  0.0001, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-58.9500, 
VARIA: A4      = 62.1050, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.6000    0.0001    0.0000    0.0002     3000    19258     20.08       44       21   1999935  62.1050 
   2    1.6002    0.0002    0.0000    0.5001     3000    20499     21.23        8       33   2113706  61.0450 
   3    1.6001    0.0001    0.0000    1.0002     3000    21549     22.87        5       33   2276437  60.0120 
   4    1.5999    0.0000    0.0000    1.4997     3000    25904     27.30        4       39   2717119  58.9950 
   5    1.6002    0.0001    0.0000    2.0002     3000    25975     27.40        6       56   2728655  58.0020 
   6    1.5999   -0.0001    0.0000    2.4999     3000    27433     28.84       17       43   2872676  57.0150 
   7    1.6001   -0.0001    0.0000    3.0002     3000    29003     30.31       60       55   3017965  56.0500 
   8    1.6001    0.0000    0.0000    3.5003     3000    28913     30.46       48       40   3033513  55.0950 
   9    1.5998   -0.0002    0.0000    4.0000     3000    31226     32.66       15       32   3252097  54.1500 
  10    1.6000    0.0001    0.0000    4.5004     3000    37496     39.24        6       34   3909192  53.2250 
  11    1.6000    0.0000    0.0000    4.9999     3000    40492     42.52        5       25   4235006  52.3050 
  12    1.5999   -0.0002    0.0000    5.5004     3000    35584     41.07       11       31   3724686  51.3850 
  13    1.6000   -0.0001    0.0000    6.0007     3000    36581     38.57       32       25   3835066  50.4750 
  14    1.6000   -0.0002    0.0000    6.5005     3000    39642     41.39       27       29   4121765  49.5750 
  15    1.6000   -0.0000    0.0000    6.9997     3000    44326     46.55       16       24   4637742  48.6750 
  16    1.6000    0.0000    0.0000    7.5003     3000    51988     54.90        7       25   5469915  47.7800 
  17    1.6000   -0.0000    0.0000    8.0007     3000    51741     54.12        7       21   5393264  46.8870 
  18    1.6000    0.0001    0.0000    8.5005     3000    52601     54.95        4       19   5476003  45.9950 
  19    1.6000   -0.0001    0.0000    9.0000     3000    54892     57.67        3       18   5748027  45.1050 
  20    1.6000   -0.0001    0.0000    9.5001     3000    53753     56.44        2       18   5624536  44.2150 
  21    1.6000   -0.0001    0.0000    9.9998     3000    55627     61.51        3       14   5767727  43.3270 
