RRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR
    6634       1       0
ILL TAS data in the new ASCII format follow after the line VV...V
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
      42       0
TASP      epfl        05-Oct-2017 23:32:07
VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV
INSTR: TASP
EXPNO: 
USER_: epfl
LOCAL: tucker
FILE_: 6634
DATE_: 05-Oct-2017 23:32:07
TITLE: Pb (1.7 0 0) E scan
COMND: sc qh 1.7 0 0 5 dqh 0 0 0 0.5 np 21 mn 3000
POSQE: QH=  1.7001, QK=  0.0002, QL=  0.0000, EN=  0.0002, UN=MEV
STEPS: DQH=  0.0000, DQK=  0.0000, DQL=  0.0000, DEN=  0.5000, 
PARAM: DM=  3.3540, DA=  3.3540, SM=-1, SS= 1, SA=-1
PARAM: FX=  2, KFIX=  1.9700
PARAM: ALF1=800.0000, ALF2= 80.0000, ALF3=800.0000, ALF4=800.0000
PARAM: BET1=400.0000, BET2=400.0000, BET3=400.0000, BET4=400.0000
PARAM: ETAM= 15.0000, ETAA= 30.0000
PARAM: AS=  4.9465, BS=  4.9465, CS=  4.9465
PARAM: AA= 90.0000, BB= 90.0000, CC= 90.0000
PARAM: AX=  1.0000, AY=  0.0000, AZ=  0.0000
PARAM: BX=  0.0000, BY=  1.0000, BZ=  0.0000
PARAM: ProposalID=20171830
VARIA: A1      =-28.3871, A2      =-56.7782, A3      =-56.7700, 
VARIA: A4      = 66.4720, A5      =-28.3930, A6      =-56.7789, 
VARIA: MCV     = 20.6830, SRO     =  4.8970, ACH     =  2.1500, 
VARIA: MTL     = -0.0190, MTU     = -0.5050, STL     =  0.0000, 
VARIA: STU     =  0.0000, STL     =  0.0000, ATU     = -0.4960, 
VARIA: MGL     =  0.1020, SGL     = -1.4140, SGU     =  7.1250, 
VARIA: AGL     =  0.0000, ATL     =  0.0000, TT      =  0.0000, 
VARIA: MF      =  0.0000, TEM     =  0.0000, STICK   =  0.0000, 
ZEROS: A1      = -0.0241, A2      =  0.2338, A3      =  1.5070, 
ZEROS: A4      =  0.0800, A5      =-87.8100, A6      =  0.0731, 
ZEROS: MCV     = -0.1000, SRO     = -0.0000, ACH     = -0.0000, 
ZEROS: MTL     = -0.0000, MTU     = -1.9300, STL     = -0.0000, 
ZEROS: STU     = -0.0000, STL     = -0.0000, ATU     =  0.5000, 
ZEROS: MGL     =  0.1870, SGL     = -0.0000, SGU     = -0.0000, 
ZEROS: AGL     = -0.0000, ATL     = -0.0000, 
PARAM: MN=3000.000000
PARAM: TEM=  0.0000, RT=  0.0000
FORMT: (I4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F9.4,1X,F8.0,1X,F8.0,1X,F9.2,1X,F8.0,1X,F8.0,1X,F9.0,1X,F9.4)
DATA_:
 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3        M4     A4    
   1    1.7001    0.0002    0.0000    0.0002     3000    18649     19.45       53       54   1941822  66.4700 
   2    1.7001    0.0001    0.0000    0.5001     3000    20164     21.07       10       58   2103486  65.3220 
   3    1.7000    0.0000    0.0000    1.0002     3000    21132     22.43        9       83   2242009  64.2050 
   4    1.6999   -0.0001    0.0000    1.4997     3000    25276     26.28       15       57   2624488  63.1170 
   5    1.7003    0.0000    0.0000    2.0002     3000    26235     27.52       25       52   2747933  62.0650 
   6    1.7001   -0.0000    0.0000    2.4999     3000    27167     28.45       36       41   2840779  61.0250 
   7    1.7000    0.0001    0.0000    3.0002     3000    28290     29.54       51       68   2950324  60.0000 
   8    1.7001   -0.0001    0.0000    3.5003     3000    28238     32.51       27       86   2979202  59.0050 
   9    1.7000   -0.0001    0.0000    4.0000     3000    30656     32.22       15       48   3174795  58.0250 
  10    1.7000   -0.0000    0.0000    4.5004     3000    34374     36.08       21       45   3601413  57.0600 
  11    1.6999   -0.0001    0.0000    4.9999     3000    39688     41.23       41       42   4114597  56.1070 
  12    1.6999   -0.0002    0.0000    5.5004     3000    34997     36.66       24       30   3660326  55.1650 
  13    1.7000   -0.0001    0.0000    6.0007     3000    36495     38.39       19       20   3832962  54.2320 
  14    1.7000    0.0000    0.0000    6.5005     3000    38413     40.63        9       30   4056248  53.3120 
  15    1.7000   -0.0001    0.0000    7.0004     3000    43508     45.55       11       27   4547500  52.3970 
  16    1.6999   -0.0002    0.0000    7.4995     3000    53248     55.88        2       15   5577677  51.4870 
  17    1.7001    0.0000    0.0000    8.0007     3000    53231     56.14        5       28   5605216  50.5920 
  18    1.7000    0.0001    0.0000    8.5005     3000    53811     55.80        4       27   5570012  49.6920 
  19    1.7000   -0.0000    0.0000    9.0000     3000    55548     60.89        3       21   5768521  48.8000 
  20    1.7001   -0.0001    0.0000    9.5001     3000    53352     55.95        2       21   5584576  47.9120 
  21    1.7000   -0.0000    0.0000    9.9998     3000    56388     59.23        1       20   5911576  47.0250 
